factual_questions,scenario_based_questions,advice_seeking_questions,ground_truth_doc_ids,ground_truth_docs
What penalties does the law impose on someone who escapes from a detention facility while being escorted or tried?,"If a prisoner is part of an organized group that orchestrates an escape during transportation, what legal consequences might they face under this provision?","As a person being transported by police for court proceedings, what steps can I take to avoid the severe penalties associated with escaping?",8566a151-b211-4957-a390-8ca968003ce5,"Article 386. Escape from detention facility or during escort or trial 
1. Any person who escapes while being kept in detention, escorted, tried, or serving an 
imprisonment shall face a penalty of 06 - 36 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment: 
a) The offence is committed by an organized group; 
b) The offender uses violence against the guards of escorters. 
"
What penalty does the law impose on someone who swaps a prisoner without authorization?,"If I accidentally help free a prisoner during transport, could I still face legal consequences under this article?","As a prison guard, what steps should I take if I suspect someone is trying to swap an inmate?",69765394-79af-42c7-9608-4c91455dda60,"Article 387. Swapping a person under arrest, a person held in temporary detention, or a 
prisoner 
1. Any person swaps a person under arrest, a person held in temporary detention, or a prisoner, 
except for the cases specified in Article 119 hereof, shall face a penalty of 02 - 07 years' 
imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 05 - 12 years' 
imprisonment:a) The offence is committed by an organized group; 
b) The offender abuses his/her position or power to commit the offence; 
c) The offender uses violence against the guards of escorters; 
d) The person swap committed an offence against national security or is sentenced to death. 
3. The offender might also be prohibited from holding certain positions for 01 - 05 years. 
"
What penalties are imposed on individuals who violate detention regulations despite prior discipline or conviction?,"If a detainee brings in a personal communications device, knowing they have been disciplined before for similar offenses, what legal consequences might they face under the law?","As someone responsible for managing a detention facility, how can I ensure compliance with regulations to avoid severe penalties for violations?",45986b07-02ed-4f09-afe7-b20ac92d2370,"Article 388. Violations against regulations on detention 
1. A person who commits any of the following violations against regulations of law on detention 
despite the fact that he/she was disciplined or incurred administrative penalties for the same 
offence or has a previous conviction for the same offence which has not been expunged, except 
for the cases in Article 119, 170, 252, 253, 254 and 255 hereof, shall face a penalty of 06 - 36 
months' imprisonment: 
a) Causing disruption or defying orders of the competent person in detention management; 
b) Destroying or deliberately damaging property; 
c) Extortion of property; 
d) Bringing in, storing, appropriating, or organizing the use of narcotic substances, narcotic 
drugs, or psychotropic drugs; 
dd) Bringing in, storing, or using personal communications devices. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 07 years' 
imprisonment: 
a) The offence is committed by an organized group; 
b) The offender abuses his/her position or power to commit the offence; 
c) The offence involves deceitful methods; 
d) Dangerous recidivism. 
3. The offender might also be prohibited residence for 01 - 03 years, prohibited from holding 
certain positions for 01 - 03 years. 
"
What is the maximum penalty for concealing crimes against national security under this law?,"If someone discovers a murder and helps hide it without knowing about any prior promises, could they be charged with concealment of crime?","As an individual who has concealed certain serious crimes like robbery or human trafficking, what steps should I take to address this legally?",4f865a8b-69a6-4997-b5d7-f1a8829294ce,"Article 389. Concealment of crimes 
1. Any person who, without prior promises, conceals any of the following crimes, except for the 
cases in Clause 2 Article 18 hereof, shall face a penalty of up to 03 years' community sentence or 
06 - 60 months' imprisonment: 
a) The crimes against national security specified in Article 108 through 121; 
b) Article 123 (Murder); Article 141, Clause 2 through 4 (Rape); Article 142 (Rape of a person 
under 16); Article 144 (Forcible sexual intercourse with a person aged from 13 to under 16) 
Article 146, Clause 2 and 3 (Obscenity towards a person under 16); Article 150, Clause 2 and 3 
(Human trafficking); 
c) Article 151 (Trafficking of a person under 16); Article 152 (Swapping a person under 01 year 
of age); Article 153 (Abduction of a person under 16); Article 154 (Trading, appropriation of 
human tissues or body parts);d) Article 168 (Robbery); Article 169 (Kidnapping for ransom); Article 174, Clause 2 through 4 
(Theft); Article 174, Clause 2 through 4 (Obtaining property by fraud); Article 175, Clause 2 
through 4 (Abuse of trust to appropriate property); Article 178, Clause 2 through 4 (Deliberate 
destruction of property); 
dd) Article 188, Clause 3 and 4 (Smuggling); Article 189, Clause 3 (Illegal transport of goods or 
money across the border); Article 190, Clause 2 and 3 (Manufacturing and trading of banned 
goods); Article 191, Clause 2 and 3 (Storage, transport of banned goods); Article 192, Clause 2 
and 3 (producing and trading counterfeit goods); Article 193 (Manufacturing and trading of 
counterfeit food or food additives); Article 194 (Manufacturing and trading of counterfeit 
medicines for treatment or prevention of diseases); Article 195, Clause 2 and 3 (Manufacturing 
and trading of counterfeit animal feeds, fertilizers, veterinary medicines, pesticides, plant 
varieties, animal breeds); Article 196, Clause 2 and 3 (Hoarding); Article 205, Clause 3 and 4 
(Establishing illegal funds); Article 206, Clause 2 and 3 (Violations against regulations on 
operation of credit institutions and branches of foreign banks); Article 207 (Production, storage, 
transport of counterfeit money); Article 208 (Production, storage, transport, circulation of 
counterfeit negotiable instruments or other valuable papers); Article 219, Clause 2 and 3 
(Offences against regulations on the management and use of State-owned property that lead to 
losses or wastefulness); Article 220, Clause 2 and 3 (Offences against regulations on the 
management and use public capital that lead to serious consequences); Article 221, Clause 2 and 
3 (Offences against regulations of law on accounting that lead to serious consequences); Article 
222, Clause 2 and 3 (Offences against regulations of law on bidding that lead to serious 
consequences); Article 223, Clause 2 and 3 (Collusion with taxpayer that lead to serious 
consequences); Article 224, Clause 2 and 3 (Offences against regulations of law on investment in 
construction that lead to serious consequences); Article 243, Clause 2 and 3 (Forest destruction); 
e) Article 248 (Illegal manufacturing of narcotic substances); Article 249 (Illegal storage of 
narcotic substances); Article 250 (Illegal transport of narcotic substances); Article 251 (Illegal 
trading of narcotic substances); Article 252 (Appropriation of narcotic substances); "
What penalties are imposed for crimes involving the abuse of power to protect criminals?,A police officer knows that their colleague is involved in illegal arms trading but deliberately ignores it and fails to report it; what legal consequences might they face under this law?,"If I suspect someone has committed a crime related to the abuse of power, what steps should I take to ensure justice?",8507c69e-8d18-41a6-8b1e-85148a805544,"Article 253.  
Storage, transport, trading, or appropriation of precursors for illegal manufacturing of narcotic 
substances); Article 254, Clause 2 (Manufacturing, storage, transport, trading of instruments and 
equipment serving illegal manufacturing or use of narcotic substances); Article 255 (Illegal 
organization of use of narcotic substances); Article 256 (Concealment of illegal use of narcotic 
substances); Article 257 (Forcing others to use narcotic substances); Article 258. (Persuading or 
inciting others to use narcotic substances); Article 259, Clause 2 (Offences against regulations on 
management, use of narcotic substances, precursors, narcotic drugs, and psychotropic drugs); 
g) Article 265, Clause 2 through 4 (Organizing illegal street races); Article 282 (Hijacking of an 
airplane or ship); Article 304 (Illegal manufacture, storage, transport, use, or appropriation of 
military weapons or devices); Article 299 (Terrorism); Article 301 (Taking hostages); Article 
302 (Piracy); Article 303 (Destruction of work, facility, equipment important for national 
security); Article 304 (Illegal manufacture, storage, transport, use, or appropriation of military 
weapons or devices); Article 305, Clause 2 through 4 (Illegal manufacture, storage, transport, 
use, trading or appropriation of explosive materials); Article 309, Clause 2 through 4 (Illegal 
manufacture, storage, transport, use, spreading, trading or appropriation of radioactive 
substances or nuclear materials); Article 311, Clause 2 through 4 (Illegal manufacture, storage, 
transport, use, or trading of flammable or toxic substances); 
h) Article 329, Clause 2 and 3 (Procuring a minor for prostitution);i) Article 353, Clause 2 through 4 (Embezzlement); Article 354, Clause 2 through 4 (Taking 
bribes); Article 355, Clause 2 through 4 (Abuse of power or position for appropriation of 
property); Article 356, Clause 2 and 3 (Abuse of power or position in performance of official 
duties); Article 357, Clause 2 and 3 (Acting beyond authority in performance of duties); Article 
358, Clause 2 through 4 (Abuse of power or position to influence another person for personal 
gain); Article 359, Clause 2 through 4 (Commission of fraud in performance of duties); Article 
364, Clause 2 through 4 (Giving bribes); Article 365, Clause 2 through 4 (Brokering bribery); 
k) Article 373, Clause 3 and 4 (Use of torture); Article 374, Clause 3 and 4 (Obtainment of 
testimony by force); Article 386, Clause 2 (Escape from detention facility or during escort or 
trial); 
l) Disruption of peace, crimes against humanity, and war crimes specified in Article 421 through 
425. 
2. If the offence involves the offender's abuse of power or other acts of protecting the criminal, 
the offender shall face a penalty of 02 - 07 years' imprisonment. 
"
What is the penalty for a person who knows about the preparation or commission of certain crimes but chooses not to report it?,"If someone learns that their neighbor is planning an illegal act, what legal consequences might they face if they don't report it?","As a citizen, how can I ensure I'm following the law when I witness or suspect criminal activity?",f00cd71f-1233-4f5f-9614-fadadaddcd95,"Article 390. Misprision 
1. Any person who knows about the preparation or commission of any of the crimes specified in 
Article 389 hereof but fails to report it, except for the cases in Clause 2 Article 19 hereof, shall 
face a penalty of up to 03 years' community sentence or 06 - 36 months' imprisonment. 
2. The person who fails to report the crime but does try to stop the criminal or reduce the 
consequences of the crime might be exempt from criminal responsibility or punishment. 
"
What penalties are imposed for insulting jury members or damaging property in a courtroom?,"If someone throws a chair at the judge during a court session, what legal consequences might they face under this law?","As an employee of a courthouse, how can I ensure that my actions do not violate laws regarding disruption?",8aa9a78e-459b-48e5-a56c-2c511d690dc3,"Article 391. Disruption in court  
1. Any person who insults jury members or other people present at the court or damages property 
shall be liable to a fine of from VND 10,000,000 to VND 100,000,000, face a penalty of up to 01 
year's community sentence, or 03 - 12 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 01 - 03 years' 
imprisonment: 
a) The court session has to be suspended; 
b) A member of the trial panel is attacked. "
Who has criminal responsibility for infringing upon the duties of servicemen according to Article 392?,"If a civilian employee working at a military base negligently allows classified information to be stolen, could they face legal consequences under this law?",What steps can citizens take to ensure they are not held criminally responsible for actions related to servicemen's duties?,be9bb8b8-0c90-4820-95ec-5ff2d77ae98b,"Article 392. People having criminal responsibility for infringement upon duties and 
responsibilities of servicemen 
1. Servicemen, military workers and employees. 
2. Reserve servicemen during training period. 
3. Militia members in cooperation with the army in wartime. 
4. Citizens recruited to the army. 
"
What is the maximum penalty for giving orders against the law by abusing one's position?,"A military officer gives unlawful orders during an emergency response mission, what legal consequences might they face based on this offense?","If I suspect someone has abused their authority to give illegal orders resulting in severe harm, what steps should I take legally?",de5c3c3b-70be-437d-8e4f-6179781386ba,"Article 393. Giving orders against the law1. Any person who abuses his/her position to give order against the law and as a result causes 
serious consequences shall face a penalty of up to 03 years' community sentence or 06 - 60 
months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment: 
a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offence is committed during a rescue mission; 
d) The offence is committed in time of emergency; 
dd) The offence results in very serious consequences. 
3. If the offence results in extremely serious consequences or in other extremely serious cases, 
the offender shall face a penalty of 07 - 15 years' imprisonment. 
"
What is the maximum sentence for insubordination involving violence?,"A soldier ignores an order from their commanding officer during a rescue mission, leading to severe harm; what legal consequences might they face under this law?","If I am in military service and receive an unusual command that makes me uncomfortable, what steps should I take legally?",8cafe8fa-6e5b-4c45-a235-086b70411a79,"Article 394. Insubordination 
1. Any person who defies or deliberately fails to follow an order given by a competent person 
shall face a penalty of 06 - 60 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender drags another person into committing the offence;  
c) The offence involves the use of violence; 
d) The offence results in very serious consequences. 
3. This offence committed in any of the following cases shall carry a penalty of 07 - 15 years' 
imprisonment: 
a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offence is committed during a rescue mission; 
d) The offence is committed in time of emergency; 
dd) The offence results in very serious consequences. 
4. If the offence results in extremely serious consequences, the offender shall face a penalty of 12 
- 20 years' imprisonment or life imprisonment. 
"
What penalty can be imposed on someone who fails to strictly follow orders given by a competent person?,"If a soldier receives an order from their commanding officer but follows it carelessly during battle, what legal consequences might they face under this law?","As an employee, how should I ensure that I am following my supervisor's instructions properly to avoid potential legal penalties?",520475bf-0cfd-4ca8-98e6-59f38f92fb2a,"Article 395. Failure to strictly follow orders 
1. Any person follows an order given by a competent person in an inattentive, tardy, or arbitrary 
manner and as a result causes serious consequences shall face a penalty of up to 03 years' 
community sentence or 06 - 36 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment:a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offence is committed during a rescue mission; 
d) The offence is committed in time of emergency; 
dd) The offence results in very serious consequences or extremely serious consequences. 
"
What penalties can someone face for obstructing a companion from carrying out their duties?,"If I am a military commander and I prevent an injured soldier from completing their rescue mission, what legal consequences might I encounter under this law?","As a citizen who has been accused of obstructing my neighbor's police officer duties during a community service event, what steps should I take to address the charges against me?",3bf7e81b-6d70-4b35-b904-b2ada45d082e,"Article 396. Obstruction of companions from carrying out their duties 
1. Any person who obstructs a companion from carrying out his/her mission and causes him/her 
to fail to accomplish or fully accomplish the mission shall face a penalty of up to 03 years' 
community sentence or 03 - 36 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 07 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender drags another person into committing the offence;  
c) The offence involves the use of violence; 
d) The offence results in serious consequences or very serious consequences. 
3. This offence committed in any of the following cases shall carry a penalty of 05 - 10 years' 
imprisonment: 
a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offence is committed during a rescue mission; 
d) The offence is committed in time of emergency; 
dd) The offence results in extremely serious consequences. 
"
What penalty can be imposed on someone who seriously insults their companion at work?,"If a soldier insults his commanding officer during military operations, what legal consequences might he face under this law?","As an employee, how should I handle conflicts with my colleague to avoid facing legal penalties for insulting them?",8636fd50-917e-4206-9aed-da7a713a82e1,"Article 397. Insulting companions 
1. Any person who seriously insults his/her companion in their working relationship shall face a 
penalty of up to 02 years' community sentence or 03 - 24 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 05 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offence is committed against a commander or superior officer; 
c) The offence is committed because of the victim's official duties; 
dd) The offence is committed in a warzone; 
dd) The offence has been committed more than once; 
e) The offence is committed against ≥ 02 people; 
g) The offence results in ≥ 46% mental and behavioral disability of the victim;h) The offence results in the suicide of the victim. 
"
What penalties can someone face for assaulting their companion in a working relationship?,"If an employee assaults another worker during work hours because of the latter's official duties, what legal consequences might they encounter under this law?","As a civilian, how should I respond if I witness an assault against my colleague by someone acting in their professional capacity?",b8a9686f-48a6-4446-b54b-c71ee0030aeb,"Article 398. Assaulting companions 
1. Any person who deliberately inflicts bodily harm to his/her companion in working 
relationship, except for the cases in Article 135 hereof, shall face a penalty of up to 03 years' 
community sentence or 03 - 24 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 07 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offence is committed against a commander or superior officer; 
c) The offence is committed because of the insulted person's official duties; 
dd) The offence is committed in a warzone; 
dd) The offence results in serious consequences, very serious consequences or extremely serious 
consequences. 
"
What is the penalty for a person who surrenders themselves to the enemy?,"If a military officer withholds their weapon but then volunteers to surrender, could they face harsher penalties under this law?","As an individual in a conflict zone, what steps can I take legally to avoid facing charges for surrendering if my country is no longer defending?",a19dce73-f342-490b-ad42-7bb0d51c453e,"Article 399. Surrendering to enemy 
1. Any person surrenders himself/herself to the enemy shall face a penalty of 03 - 10 years' 
imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 07 - 15 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender surrenders a weapon or military equipment to the enemy; 
c) The offender provides important documents or discloses military secrets to the enemy; 
d) The offender drags another person into committing the offence; 
dd) The offence results in serious consequences or very serious consequences. 
3. This offence committed in any of the following cases shall carry a penalty of 12 - 20 years' 
imprisonment or life imprisonment: 
a) The offender provides or classified documents or items, or discloses classified information to 
the enemy; 
b) The offence results in extremely serious consequences. 
"
What is the penalty for a prisoner of war who voluntarily works for the enemy?,"If a soldier working as a prisoner of war discloses classified military documents to the enemy, what legal consequences might they face under this law?","As someone captured in conflict, what steps can I take legally to avoid penalties if I am forced or tempted to provide information to the enemy?",7844ad22-c274-47bc-8c2a-0a4808c0a08b,"Article 400. Providing information or voluntarily working for the enemy as a prisoner of 
war 
1. Any person who provides secret military information or voluntarily works for the enemy while 
being captured as a prisoner of war shall face a penalty of 01 - 07 years' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 05 - 12 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender treats other prisoners cruelly;c) The offender persuades another person to commit this offence; 
d) The offence results in serious consequences or very serious consequences. 
3. This offence committed in any of the following cases shall carry a penalty of 12 - 20 years' 
imprisonment: 
a) The offender provides or classified documents or items, or discloses classified information to 
the enemy; 
b) The offence results in extremely serious consequences. 
"
What is the maximum sentence for abandoning a combat position during battle?,"A military officer neglects his duty during an important operation, leading to significant losses; what legal consequences might he face under this law?","If I am in a situation where someone abandons their combat position and causes harm, what steps can I take legally?",2e02d021-16f8-4c98-a6f9-2ab7b79d79c2,"Article 401. Abandonment of combat position or failure to discharge duties in battle 
1. Any person who abandons his/her combat position or fails to discharge his/her duties in battle 
shall face a penalty of 02 - 07 years' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 05 - 12 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender abandons military equipment or military secret documents; 
c) The offender drags another person into committing the offence; 
d) The offence results in serious consequences or very serious consequences. 
3. If the offence results in extremely serious consequences, the offender shall face a penalty of 10 
- 20 years' imprisonment. 
"
What penalties can be imposed on someone who deserts from military service?,"If a soldier, after being disciplined for desertion, leaves again to avoid further duty, what legal actions might the authorities take against him?","As an individual facing charges of desertion, how should I prepare my defense?",61435872-f2a4-4cad-b60d-381963e62c03,"Article 402. Desertion 
1. Any person who leaves the unit to evade military service whether in wartime or does so 
despite the fact that he/she was disciplined for the same offence or causes serious consequences 
shall face a penalty of up to 03 years' community sentence or 06 - 36 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 07 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender drags another person into committing the offence;  
c) The offender carries, abandons military weapons or equipment or secret documents; 
d) The offence results in very serious consequences. 
3. This offence committed in any of the following cases shall carry a penalty of 05 - 12 years' 
imprisonment: 
a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offence is committed during a rescue mission; 
d) The offence is committed in time of emergency; 
dd) The offence results in extremely serious consequences."
What penalties can be imposed on someone who deliberately avoids their duty?,"If an officer intentionally neglects their duty during a rescue mission, what legal consequences might they face?","As a public official, how should I ensure that I am following my legal obligations to avoid serious penalties?",c765db37-d874-479b-868b-13f98186c828,"Article 403. Breaches of duty 
1. Any person who injures himself/herself or employs other deceitful methods to evade 
discharging his/her duties shall face a penalty of up to 02 years' community sentence or 03 - 24 
months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 07 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender drags another person into committing the offence;  
c) The offence is committed in wartime; 
d) The offence is committed during a rescue mission; 
dd) The offence is committed in time of emergency; 
e) The offence results in very serious consequences. 
3. If the offence results in very serious consequences or extremely serious consequences, the 
offender shall face a penalty of 05 - 10 years' imprisonment. 
"
What penalties are imposed for deliberate disclosure of military secrets under Article 404?,"If a commissioned officer accidentally discloses military secrets during peacetime, what legal consequences might they face according to the law?","As an employee at a military base handling sensitive information, how can I ensure that my actions comply with Article 404 and avoid criminal liability?",4ee040fe-4468-4248-8ce7-6f4d9a9d1195,"Article 404. Deliberate disclosure of military secrets 
1. Any person who deliberately discloses military secrets, except for the cases specified in 
Article 110, 337, and 361 hereof, shall face a penalty of 06 - 60 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offence is committed in a warzone; 
c) The offence is committed in battle; 
d) The offence results in serious consequences, very serious consequences or extremely serious 
consequences. 
"
"What penalties does the law impose for appropriation, trading, or destruction of military secret documents?","If a commissioned officer accidentally destroys classified military documents during battle, what legal consequences might they face under this offense?","As someone who has access to military secrets, how can I legally handle the situation if I discover that some sensitive documents have been lost or stolen?",05b930f2-bdb8-4bd6-b393-929e97a04d78,"Article 405. Appropriation, trading, or destruction of military secret documents 
1. Any person who appropriates, buys, sells, or destroys military secret documents, except for the 
cases specified in Article 110, 337, and 361 hereof, shall face a penalty of 06 - 60 months' 
imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offence is committed in a warzone; 
c) The offence is committed in battle; 
d) The offence results in serious consequences, very serious consequences or extremely serious 
consequences. 
"
What penalties are imposed for involuntary disclosure of military secrets under Article 406?,A soldier accidentally reveals classified information during a routine operation; what legal consequences might they face based on the law?,"If I unintentionally disclose military secrets, what steps should I take to minimize my legal liability?",bf9722a0-3487-413a-9df5-93125658803c,"Article 406. Involuntary disclosure of military secrets1. Any person who involuntarily discloses military secrets, except for the cases specified in 
Article 338 and 362 hereof, shall face a penalty of up to 02 years' community sentence or 03 - 24 
months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 01 - 05 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offence is committed in a warzone; 
c) The offence is committed in battle; 
d) The offence results in serious consequences, very serious consequences or extremely serious 
consequences. 
"
What penalties are imposed for losing military secret documents?,"If a commissioned officer accidentally loses classified military documents during peacetime, what legal consequences might they face under this law?","As someone who works with military secrets, how can I ensure that I comply with the regulations to avoid facing severe penalties for any loss?",349d5498-a9ec-462e-8ae1-aae56f63b10e,"Article 407. Loss of military secret documents 
1. Any person who loses military secret documents, except for the cases specified in Article 338 
and 362 hereof, shall face a penalty of up to 02 years' community sentence or 03 - 24 months' 
imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 01 - 05 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offence is committed in a warzone; 
c) The offence is committed in battle; 
d) The offence results in serious consequences, very serious consequences or extremely serious 
consequences. 
"
What penalties can be imposed on someone who deliberately creates false military records causing serious consequences?,"If a soldier intentionally provides a fake report about enemy troop movements during an emergency, what legal repercussions might they face under this law?","As a defense contractor working with military data, how can I ensure my company and employees comply with the regulations to avoid penalties for making false records?",03fd3ced-9d2b-412a-925a-dbe78af26aca,"Article 408. Making false records 
1. Any person who deliberately makes false records on military operations and causes serious 
consequences shall face a penalty of up to 03 years' community sentence or 06 - 36 months' 
imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 07 years' 
imprisonment: 
a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offence is committed in time of emergency; 
d) The offence results in very serious consequences or extremely serious consequences. 
"
What penalties can someone face if they fail to perform their guard duty and cause serious harm?,"If a security guard neglects his duties during an emergency response at a hospital, what legal repercussions might he encounter under this law?","As a security personnel assigned to protect critical infrastructure, how can I ensure that my actions comply with the regulations regarding guard duty?",ebc3002c-1a15-4f01-961c-dadb014a8582,"Article 409. Breaches of guard duty  
1. Any person who fails to strictly discharge his guard duty and causes serious consequences 
shall face a penalty of up to 03 years' community sentence or 06 - 60 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment:a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offence is committed during a rescue mission; 
d) The offence is committed in time of emergency; 
dd) The offence results in very serious consequences or extremely serious consequences. 
"
"What penalties can be imposed on someone who fails to comply with regulations during patrol, guard, or escort duties if a military equipment is damaged?","If I am responsible for guarding an important facility and my negligence leads to the damage of military equipment, what legal consequences might I face under this law?",What steps should security personnel take to ensure they comply with regulations during guard duty to avoid facing a community sentence or imprisonment?,d7c2247d-59f0-4c93-bbe1-c945c4cb2710,"Article 410. Offences against regulations of law on protection  
1. Any person who fails to strictly comply with regulations on patrol, guard, escort in any of the 
following cases shall face a penalty of up to 03 years' community sentence or 06 - 60 months' 
imprisonment: 
a) The guarded or escorted person is injured; 
b) The offence results in damage of military equipment; 
c) The offence results in property damage of from VND 100,000,000 to VND 500,000,000; 
d) The offence results in very serious consequences. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 07 years' 
imprisonment: 
a) The offence results in the death of the guarded or escorted person; 
b) The offence results in loss of military equipment; 
c) The offence is committed in battle; 
dd) The offence is committed in a warzone; 
dd) The offender persuades another person to commit the offence;  
e) The offence results in very serious consequences or extremely serious consequences. 
"
What penalties can be imposed on someone who fails to comply with safety regulations during battle or training and causes serious harm?,"A soldier neglects proper safety procedures during a live-fire exercise, leading to an injury that qualifies as very serious under the law. What legal consequences might they face for this violation?","As someone responsible for military training programs, what steps can I take to ensure strict compliance with safety regulations and avoid potential criminal liability?",10597326-3aa5-434f-a06f-acb163f9cd98,"Article 411. Offences against regulations of law on safety in battle or training  
1. Any person who fails to strictly comply with regulations on safety in battle or training and 
causes serious consequences shall face a penalty of up to 03 years' community sentence or 01 - 
05 years' imprisonment. 
2. If the offence results in very serious consequences or extremely serious consequences, the 
offender shall face a penalty of 03 - 10 years' imprisonment. 
"
What penalties can be imposed on someone who violates military weapon regulations and causes serious harm?,"If a soldier improperly uses military equipment during combat, what legal consequences might they face under this regulation?","As an individual handling military weapons, how can I ensure compliance with the relevant laws to avoid severe penalties?",32c3a0d0-87f7-455d-9ba7-affbf45bafca,"Article 412. Offences against regulations of law on use of military weapons or equipment  
1. Any person who violates regulations on use of military weapons or equipment and causes 
serious consequences shall face a penalty of up to 03 years' community sentence or 06 - 60 
months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 03 - 10 years' 
imprisonment: 
a) The offence is committed in battle; 
b) The offence is committed in a warzone;c) The offence results in very serious consequences or extremely serious consequences. 
"
What is the maximum sentence for deliberately destroying military equipment under Article 413?,"If someone destroys military weapons during an active battle, what penalties could they face?","As a civilian, how can I avoid legal trouble if my actions accidentally damage military equipment?",a9466ea8-4172-4dea-8247-d86875449dc1,"Article 413. Infliction of damage or deliberate destruction of military weapons or 
equipment  
1. Any person who damages or deliberately destroys a military weapon or a piece of military 
equipment, except for the cases specified in Article 114 and 303 hereof, shall face a penalty of 
02 - 07 years' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 07 - 12 years' 
imprisonment: 
a) The offence is committed in battle; 
b) The offence is committed in a warzone; 
c) The offender drags another person into committing the offence; 
d) The offence results in very serious consequences. 
3. If the offence results in very serious consequences or extremely serious consequences, the 
offender shall face a penalty of 12 - 20 years' imprisonment or life imprisonment. 
"
What is the maximum community sentence for losing military weapons under Article 414?,"A soldier accidentally loses his rifle during deployment, causing significant disruption to operations; what legal consequences might he face according to the law on military equipment loss?","As someone responsible for managing military equipment, how can I ensure compliance with the regulations to avoid penalties?",9da6a9eb-d8c4-46d2-a0d7-86b127cd9f18,"Article 414. Loss or involuntary destruction of military weapons or equipment  
1. Any person who is responsible for management of military weapons or equipment but loses or 
involuntary damages them and causes serious consequences shall face a penalty of up to 03 
years' community sentence or 06 - 60 months' imprisonment. 
2. If the offence results in very serious consequences or extremely serious consequences, the 
offender shall face a penalty of 03 - 07 years' imprisonment. 
"
What penalty does the law impose on someone who harasses people after being disciplined for a similar offense?,"A police officer was recently disciplined for harassing citizens but continues to do so, causing no immediate harm. What legal consequences might they face under this article?","If I notice harassment by an individual who has previously been punished for the same behavior, what steps should I take to address it legally?",f41dff1c-6b71-4b80-ae04-5ec098523439,"Article 415. Harassment of the people 
1. Any person who harasses the people despite the fact that he/she was disciplined for the same 
offence or causing serious consequences shall face a penalty of up to 03 years' community 
sentence or 06 - 36 months' imprisonment. 
2. This offence committed in any of the following cases shall carry a penalty of 02 - 07 years' 
imprisonment: 
a) The offender is a commander or commissioned officer; 
b) The offender drags another person into committing the offence;  
c) The offence is committed in a warzone; 
d) The offence is committed in an area where state of emergency is declared; 
dd) The offence results in very serious consequences or extremely serious consequences. 
"
